text,created_at,author_handle,author_name,like_count,reply_count,repost_count,uri,sentiment_score,sentiment_label
"I sure will criticize because I voted for Bill Clinton's immigration laws to be enforced, and the left has become a danger to democracy disrupting the will of the people who won an election. Interfering with law enforcement operations is not legal.",2025-10-17 10:47:44.383000-05:00,heyyouguyss.bsky.social,Unknown,0,2,0,at://did:plc:2e3kr2t566h6sgqtw27c42oy/app.bsky.feed.post/3m3fmnt4r3k2p,-1,Negative
"Good to hear that Rogan is not fine with the gestapo on our streets, but you know that if it came down to another election, Trump (or similar) vs. Kamala (or similar) he'd vote Trump, and he'd find some reason why the alternative is worse. After all this is the guy who said Biden's cabinet was a /1",2025-10-17 10:47:21.080000-05:00,jtunes6.bsky.social,Unknown,3,1,0,at://did:plc:quejfreze6zp4qdnybmgbnoi/app.bsky.feed.post/3m3fmn4vna22q,0,Neutral
"It was Biden that wouldn't allow Ukraine to target Russia's oil supply. Done to try to stop fuel prices and inflation rising before the US election. 

Trump doesn't care. Hence Ukraine targeting Russian refineries now.",2025-10-17 10:47:05.364000-05:00,matthewnewell.bsky.social,Matthew Newell 🇺🇦,0,0,0,at://did:plc:bdxzrhbotbt6ispsyv7zh7f4/app.bsky.feed.post/3m3fmmnvyls2j,0,Neutral
Every single registered voter needs to start calling and visiting their local country election board to make sure their names aren't being removed because we vote liberal,2025-10-17 10:46:41.434000-05:00,bohobabe449.bsky.social,Dani Dupree Stan Account,0,0,0,at://did:plc:cm3yiuf2l6ade2ydeoexqmac/app.bsky.feed.post/3m3fmlx3qgk2z,0,Neutral
"Additionally, if the Observer article is to be believed, Starmer asked the Treasury back in May, seven months before the election of Polanski, that they must find a way to scrap the two child cap. To suggest that Polanski is the one to credit, if it does get scrapped in November is disingenuous.",2025-10-17 10:46:01.970000-05:00,ceremonialgeek.bsky.social,Han🌹🏳️‍🌈,4,0,1,at://did:plc:gnghfueq233cmf2jxqn72aeq/app.bsky.feed.post/3m3fmkrhhd22x,0,Neutral
"Zohran Mamdani; a stolen election; and, the plan(s) -",2025-10-17 10:46:01.964000-05:00,venividivicizo.bsky.social,Unknown,0,1,0,at://did:plc:uw2g4tuvaaazi4yvvho5j5ib/app.bsky.feed.post/3m3fmkrh6js2x,0,Neutral
Do ya think farmers are happy and proud of themselves after they mindlessly bought into Republican BS and voted for the convicted felon? Trump is now bankrupting them and their multi-generational family farms so he can use their own tax dollars to buy the Argentina election for his corrupt friend!,2025-10-17 10:45:47.242000-05:00,depink.bsky.social,Elaine,0,1,0,at://did:plc:fcaihh6n2dtrdwkv7qtkg5qp/app.bsky.feed.post/3m3fmkdfwkk26,-1,Negative
"Exactly one year ago today, I officially launched my campaign for mayor of Minneapolis.

I hadn’t planned to run for Mayor, but with the looming election of Donald Trump, I knew that our city needed leadership that could meet this moment. 1/",2025-10-17 10:45:26.691000-05:00,dewayneforminneapolis.com,DeWayne Davis,2,1,1,at://did:plc:bsn4khtgr3vxdfyklhitzyxh/app.bsky.feed.post/3m3fmjpsqak2z,0,Neutral
"Who is Adelita Grijalva, and what does she have to do with the Epstein files?

Adelita Grijalva from Arizona won a special congressional election more than three weeks ago, but has yet to take the oath of office. Democrats say the Republican House Sp...

#cbc #cbc-top-stories #Canada ",2025-10-17 10:44:52.058306-05:00,scrubfire84.bsky.social,CBC Bot posting select CBC RSS Feeds,0,0,0,at://did:plc:bnk5d72upa2mfzwglo6ynbs3/app.bsky.feed.post/3m3fmiotgir2a,0,Neutral
"11,780 votes is where it started in Georgia, and with MTG and her re-election and support.  Georgia went Trump in 2024, so enjoy that tasy water you dumb bastards.",2025-10-17 10:44:47.692000-05:00,wampwamp.bsky.social,Jazzwamp,0,0,0,at://did:plc:bg5vfdflrks7uou3ccbp5cm2/app.bsky.feed.post/3m3fmikmlbs2b,1,Positive
"An example: in 1999, Rep.-elect Farr was too ill to travel when a new Congress convened.

The House adopted a resolution to authorize the Speaker or someone they designate to administer the oath in California. Under that authority, the Chair appointed a federal judge—the *only* way this is possible.",2025-10-17 10:44:46.417000-05:00,anthonyclark.bsky.social,Tony Clark,1,0,0,at://did:plc:2uw7siqhnqfunwyxd2dmq3lm/app.bsky.feed.post/3m3fmijgbp22q,0,Neutral
"Do you want to help safeguard your local polling site? Join the 2025 Election Protecxtion program!

2025 #NYC #Elections Protection registration form.",2025-10-17 10:44:26.374000-05:00,uwsag.bsky.social,Upper West Side Action Group - Indivisible,0,0,0,at://did:plc:tst3vl3fiseest27aqiuic54/app.bsky.feed.post/3m3fmhwbzvk22,0,Neutral
"C’est clairement terminé pour le PS. Comment pourraient-ils encore gagner la moindre élection, après un move pareil ?? 
Ils n’ont aucune ligne directrice, aucune conviction, ne pensent rien. 
Tout ce qui leur importe, c’est conserver leurs sièges et leurs privilèges …",2025-10-17 10:44:18.464000-05:00,hugai.bsky.social,Hugo,0,0,0,at://did:plc:bjwybbgjfo2srosrlmnjujog/app.bsky.feed.post/3m3fmhoqmcs2m,0,Neutral
"Republicans are shitting their pants with “We the People” exposing them as Criminals!

Republicans can NEVER win a free & fair election!",2025-10-17 10:44:02.198000-05:00,resist33.bsky.social,Unknown,2,0,0,at://did:plc:tk32ouw4ovz2jkmbcfs4eymv/app.bsky.feed.post/3m3fmh7aidk27,-1,Negative
"Willing to bet that one way the GOP tries to nullify the 2026 election is by refusing to certify the election of any Democrats, by claiming they are illegitimate, or refusing to swear them in, like they’re doing with Grijalva.",2025-10-17 10:44:00.623000-05:00,tajar.bsky.social,Tajar,0,0,0,at://did:plc:wsn3gb6ojmjwortozjleelu3/app.bsky.feed.post/3m3fmh5qafc2o,1,Positive
"Even if he were to retire before his term is up, KY doesn't allow the governor to appoint a replacement--there must be a special election.",2025-10-17 10:43:41.709000-05:00,khshan.bsky.social,Marsh Views,0,0,0,at://did:plc:x6pnb3hrpa6klkqfgrh7e3s5/app.bsky.feed.post/3m3fmgloxqc2x,0,Neutral
"It will be interesting to see who will be picked as a leader and read their electoral program. I didn't vote for a leader in the last election. I voted for NDP and for my deputy to keep his seat and thankfully, he did.",2025-10-17 10:43:26.655000-05:00,vinaigretteotside.bsky.social,Vinaigrette on the dark side 🎃,0,0,0,at://did:plc:qymdmjmzlhsuzktf44nzrqwk/app.bsky.feed.post/3m3fmg5dlk22v,0,Neutral
Legalizing racial gerrymandering has a name and its called Republicans stealing every election from now until Democrats grows a spine which may be never.,2025-10-17 10:43:19.314000-05:00,deckofcarterhist.bsky.social,Michael E. Carter,1,0,0,at://did:plc:mlwpvf65kxqnuu3npbiqjida/app.bsky.feed.post/3m3fmfwdjmk2o,0,Neutral
If they weren't planning on leaving power they wouldn't be desperately trying to gerrymander every House district they can get their hands on.  You don't worry about election results if you're planning to ignore them.,2025-10-17 10:43:18.243000-05:00,rapidsjason.bsky.social,Jason Maxwell,0,0,0,at://did:plc:qvobnjtuuyqvrxd4xfdqfwzm/app.bsky.feed.post/3m3fmfvcsqk2m,0,Neutral
"You are likely correct but I personally know some of them and, well, I’ve deleted meta since the election but ppl I know who are mutuals say they are still ranting about Biden and Harris  woman_shrugging_light_skin_tone  or my favorite is- “both sides are just as bad”. There are A LOT of ppl from my hometown who post that content",2025-10-17 10:43:10.569000-05:00,gingerkap23.bsky.social,Blanche Devereaux,1,0,0,at://did:plc:ul56lnn7m5cngmpj623q7j6v/app.bsky.feed.post/3m3fmfnynlc2t,-1,Negative
"At this moment in time, I genuinely believe the greens have the best chance of becoming the dominant left party at the next election.

Labour don't know who they are anymore

Your party lost integrity before it got started

The greens have long standing consistent policies, and now good comms",2025-10-17 10:43:09.242000-05:00,tifoasb.bsky.social,Bear,0,0,0,at://did:plc:zw5i4xych4jbd5nms3iqii2y/app.bsky.feed.post/3m3fmfmq5ok2k,1,Positive
The house won’t even seat a democrat that already won an election.,2025-10-17 10:42:52.152000-05:00,asofel.bsky.social,Unknown,0,0,0,at://did:plc:24ar6kylzimblkkh4wcjyqf6/app.bsky.feed.post/3m3fmf4gn7c2m,0,Neutral
"Someone sent me my father's facebook page. I really didn't need to think about my dad (suffers 100p psy damage) but wow, he's seriously on the Trump hate. It's all he posts about since the election. Kinda nice.",2025-10-17 10:42:38.076000-05:00,agrippanothing.bsky.social,Boo! Neil Pajamas,0,1,0,at://did:plc:knsoehpngmqnxajtc5enizxj/app.bsky.feed.post/3m3fmeoz25224,-2,Negative
"Yes, they do think we are stupid.  The 2024 election gave them that impression.",2025-10-17 10:42:36.410000-05:00,pokeyoaksbiker.bsky.social,Rufus T Firefly,0,0,0,at://did:plc:4v4n64kohz4fi2ifreiowqwy/app.bsky.feed.post/3m3fmeng76k2t,-1,Negative
"It is really difficult to know. We have to wait until the next General Election to see how many will vote for them. Like most countries, we have a core of unintelligent racist bigots who now have this party to vote for",2025-10-17 10:42:23.025000-05:00,johnsamuel58.bsky.social,Unknown,0,0,0,at://did:plc:h4w34b2wy422tzofzceykwad/app.bsky.feed.post/3m3fmeanpvc2i,-1,Negative
"If Kamala Harris could certify the election results to an election she lost, then Mike Johnson can suck his balls up into his chest and swear in Adelita Grijalva.

God, these men are so weak.",2025-10-17 10:42:14.330000-05:00,mohaveindv.bsky.social,Mohave County Indivisible,2,0,1,at://did:plc:47tpdh3mfxq2f3wkd6abmhrq/app.bsky.feed.post/3m3fmdyefns2f,0,Neutral
" anger_symbol  Trump now owns the voting system installed across a large swath of the United States. They can now program every election to produce a win for Republicans.

The coup has successfully been finalized.",2025-10-17 10:42:08.297000-05:00,montealto.bsky.social,💙 Monte_Alto 💙 (everywhere),0,0,0,at://did:plc:7powrkr5qduea3kd3yzx54lp/app.bsky.feed.post/3m3fmduenrc26,1,Positive
"Leiendecker served as St. Louis' Republican election director when Trump ally Ed Martin was the Board of Elections' chair for the city. Trump recently appointed Martin as head of the Weaponization Working Group at the U.S. Department of Justice.

""We are in the end game,"" Karem writes.",2025-10-17 10:42:08.296000-05:00,montealto.bsky.social,💙 Monte_Alto 💙 (everywhere),0,1,0,at://did:plc:7powrkr5qduea3kd3yzx54lp/app.bsky.feed.post/3m3fmduems226,0,Neutral
" right_arrow  The first is the Supreme Court looking ""likely to gut the Voting Rights Act, which would give the Republican Party as much as a 19-seat majority in the House.""

 right_arrow  The second is Dominion Voting Systems was sold to Scott Leiendecker, a former Republican election official.",2025-10-17 10:42:08.295000-05:00,montealto.bsky.social,💙 Monte_Alto 💙 (everywhere),0,1,0,at://did:plc:7powrkr5qduea3kd3yzx54lp/app.bsky.feed.post/3m3fmduektk26,0,Neutral
"The threshold for the Tweede Kamer is lower than for the EP but the fragmentation is also lower? I think EP elections give more fragmenation, because they are second order elections (idem provincial elections, 'nationalised' in the minds of voters because of the indirect election of senators)",2025-10-17 10:41:59.022000-05:00,verbanck.bsky.social,Steven Verbanck,0,0,0,at://did:plc:obc3rnwxl3mysk6yacaikxlb/app.bsky.feed.post/3m3fmdjr7hk2f,0,Neutral
I should watch this and see if I can spot myself in the crowd.,2025-10-17 10:41:51.097000-05:00,josephfinn.bsky.social,Joseph Finn,6,0,0,at://did:plc:bmfgxitjgygjw5ng3zr6zgwa/app.bsky.feed.post/3m3fmdc7j3k2g,0,Neutral
Of course. The goal is to prevent the 2026 election. Wake up America!!!!,2025-10-17 10:41:05.572000-05:00,redheadnona.bsky.social,AZBlueDot,0,0,0,at://did:plc:y2gc7v4brmbjaagfk4xmqwtb/app.bsky.feed.post/3m3fmbws2722j,0,Neutral
"Didn't see ""this is a parade election"" coming",2025-10-17 10:40:34.928000-05:00,edmoriarty.bsky.social,Ed,0,0,0,at://did:plc:7wvqpxpt3ufey2tjmmpfbe52/app.bsky.feed.post/3m3fmazktgs2e,0,Neutral
Special election now!,2025-10-17 10:40:17.846000-05:00,ljeana-bedouin1976.bsky.social,LjeanaBedouin1976🇺🇲💙🇺🇦🕊️🇵🇸,0,0,0,at://did:plc:2esxkezwfrravcwle7l3b6nh/app.bsky.feed.post/3m3fmajbjsc24,0,Neutral
"Still sort of wonder why it took until this year for this type of organizing to happen too, there was a whole election last year! And I was told THAT was the biggest movement then too!",2025-10-17 10:40:07.728000-05:00,garbagefriend.bsky.social,garbage friend,0,0,0,at://did:plc:sjfl5cf6mwn5qzgwjq76vhcs/app.bsky.feed.post/3m3fma7mqws24,0,Neutral
No matter what happens on Election Day in NYC I can assure #felontrump that NO ONE will be storming city hall like his thug #magacult criminals did on Jan. 6th!,2025-10-17 10:39:56.387000-05:00,tee-gee.bsky.social,Tee-Gee,0,0,0,at://did:plc:q6ni7yevizjyqtngerqtdw2d/app.bsky.feed.post/3m3fm7usnqk2s,1,Positive
can’t decide if i want a governor like pritzker who can say all the pretty things and has the money to back them up but won’t or if i’m fine with beshear just… disappearing into a presidential election he assuredly will not win and kinda ghosting us? where the fuck is he,2025-10-17 10:39:42.177000-05:00,notkerrence.bsky.social,kerrence,1,1,0,at://did:plc:vjqobe4krkeouhqqkmyqla54/app.bsky.feed.post/3m3fm7hays22n,0,Neutral
" check_mark_button  Liberal Democrat HOLD

Yesterday's Meadvale and St John's (Reigate and Banstead) council by-election result:

LDEM: 48.3% (-8.1)
GRN: 17.6% (+17.6)
CON: 12.0% (-15.1)
REF: 11.6% (+11.6)
IND: 10.4% (+10.4)

No Lab (-16.4) as prev.

+/- 2022

andrewteale.me.uk/previews",2025-10-17 10:39:40.501000-05:00,britainelects.com,Britain Elects,13,0,2,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fm7g5f4d2o,0,Neutral
" police_car_light  exploding_head  C’est voté : le forfait Navigo augmentera le 1er janvier 2026 !

 warning  Le forfait Navigo frôlera de peu  keycap_1  keycap_0  keycap_0  keycap_0  euros par an

Il s’agira de la 7e hausse votée par Valérie Pécresse depuis son élection à la tête de la Région 

Et ça va continuer !

 backhand_index_pointing_right  stopgalere.fr",2025-10-17 10:38:36.128000-05:00,gauchecomidf.bsky.social,"La Gauche Communiste, Écologiste et Citoyenne",0,0,0,at://did:plc:injdlrk4by2denntdan6o2tz/app.bsky.feed.post/3m3fm5ibjoc2v,0,Neutral
Should have been a year ago that was a Biden misstep aimed at not losing an election. Timing is everything.,2025-10-17 10:38:35.098000-05:00,100dianne.bsky.social,@100Dianne,0,0,0,at://did:plc:butvs5psn3yk7orjiagnron7/app.bsky.feed.post/3m3fm5hbwwk2q,0,Neutral
" Takeaways from the first general election debate in the NYC mayoral race New York  —  Zohran Mamdani was pushed to provide specifics about his plans if he’s elected mayor of… # Politics https://www. europesays.com/2499396/ 

Interest | Match | Feed",2025-10-17 10:38:06-05:00,bluesky.awakari.com,Awakari,0,0,0,at://did:plc:i53e6y3liw2oaw4s6e6odw5m/app.bsky.feed.post/3m3fm4mmug22z,0,Neutral
"If this Republican “government” remains in office the chances of a fair election or judiciary is remote! 
Get them out! 
Trump is not fit to be president",2025-10-17 10:38:00.946000-05:00,oldboots.bsky.social,Unknown,0,0,0,at://did:plc:pay452shtwvfa2ihrsv7b2g6/app.bsky.feed.post/3m3fm4gpofc22,0,Neutral
NO sympathy for that DEVIL or for #JOHNMICHAELBOLTON or most especially #JAMESCOMEY who cost HILLARY the election in 2016 and got us all into this mess we're stuck in.,2025-10-17 10:37:54.507000-05:00,jojomineo69.bsky.social,JoJo Mineo,1,0,0,at://did:plc:kptfojduei7xcznwqzeen3lp/app.bsky.feed.post/3m3fm4al7bs25,0,Neutral
"Don't agree. I lived many years in NY metro. Different candidate, with diff coalition, different cycle, different and ever changing media environment.  National special election overperfomance also relevant.",2025-10-17 10:37:43.067000-05:00,benwest500.bsky.social,Benwest500,0,1,0,at://did:plc:s5cpvouivnv6m43tferwpng5/app.bsky.feed.post/3m3fm3vo3fs2t,0,Neutral
"The far right understood that you have to win elections. You have to win that school board position or that local councilperson election. The tea party infiltrated the party from the bottom up. It’s not just shouting online, it’s playing the long game. The far right did that.",2025-10-17 10:37:23.151000-05:00,gingerkap23.bsky.social,Blanche Devereaux,2,1,0,at://did:plc:ul56lnn7m5cngmpj623q7j6v/app.bsky.feed.post/3m3fm3coc6s2t,2,Positive
"I know not all of you are like it but I also see there are far to many of you who are indifferent to it.
 
You don't have to be MAGA to be part of the problem how many people didn't vote in the last election.

Democracy doesn't exist because you like it, it exists because you participate in it.",2025-10-17 10:37:10.763000-05:00,killntime.bsky.social,Killntime,1,1,0,at://did:plc:3xxdr7xgrt7jwocbpfbxlwmh/app.bsky.feed.post/3m3fm2wucic27,1,Positive
The 2024 election year may have made LGBTQ+ mental health worse www.lgbtqnation.com/2025/10/the-...,2025-10-17 10:37:07.152000-05:00,dmrh0720.bsky.social,"DJ (he, him)🏳️‍🌈",3,1,2,at://did:plc:sjxbtopzgse75czunk65jmtp/app.bsky.feed.post/3m3fm2tg2622i,-1,Negative
"Here I am seeing all of these mayoral and city council signs and thinking that we’d be voting for our offices this November.

I pulled up our sample ballot and it turns out they’re starting earlier than they ever have. 

Usually I don’t see anything until February or March of election years.",2025-10-17 10:36:34.673000-05:00,fokised1.blacksky.app,TyQuan Dowe,0,0,0,at://did:plc:livlh2bh6nxgxe5ammwfd2b4/app.bsky.feed.post/3m3flzugufc2w,0,Neutral
"Fianna Fáil's Robert Troy spent nearly €30,000 on his re-election campaign. the highest of any candidate. 
#Midlands103News #Longford #Westmeath #Election 
www.midlands103.com/news/midland...",2025-10-17 10:36:27.788000-05:00,midlands103.bsky.social,Midlands 103,0,0,0,at://did:plc:74wmnvd2glk4safxd2hu6pd7/app.bsky.feed.post/3m3flznuqr225,0,Neutral
"In this year's mayoral election, @32bjseiu.bsky.social 
is standing with the candidate who will stand with us. @zohrankmamdani.bsky.social is fighting to make New York City an affordable place where working people can thrive. We’re standing with Zohran because he has a history of standing with 32BJ.",2025-10-17 10:36:21.289000-05:00,love2ref.bsky.social,Ardist Brown Jr. (Butch),0,0,0,at://did:plc:grd7i7ge5lrjycng4rwb6mrc/app.bsky.feed.post/3m3flzhog3c2p,0,Neutral
This. Our SCOTUS is what it is right now because of his hypocrisy in barring Obama's nomination in an election year but allowing Dump to nominate even closer to an election  face_with_bags_under_eyes,2025-10-17 10:35:43.980000-05:00,doggygirl16.bsky.social,Fortune Dragon,0,0,0,at://did:plc:ievqnziscnnaxxbxzx26ahv6/app.bsky.feed.post/3m3flye3tj227,0,Neutral
"amendments are necessary in, detailed words, to specify that: 1) no President is immune from criminal prosecution; 2) that a President cannot pardon himself; and 3) that the voters deserve/need a means to recall a president and administration through an election untouched by the executive branch.",2025-10-17 10:34:42.787000-05:00,x002657x.bsky.social,JDennison24,0,1,0,at://did:plc:dw375qglq5iykt4heu2v3qqt/app.bsky.feed.post/3m3flwk4s6k24,0,Neutral
"Michigan, please vote out this liar and sycophant who attempted to overturn an election:

On January 6, 2021, McClain voted against accepting Arizona's and Pennsylvania's electoral votes in the 2020 presidential election.

@metrotimes.com 
@crainsdetroit.bsky.social",2025-10-17 10:34:38.816000-05:00,gracegeorge23.bsky.social,Unknown,0,0,0,at://did:plc:med3jndjafak4nabowghcnor/app.bsky.feed.post/3m3flwfx7rc2b,0,Neutral
"I've been planning my exit strategy since election. Unfortunately, I am very sick, disabled & poor so relocating is not an option. I thought abt going back to CA to be homeless bcuz it was better than homeless where I am, then I found out Newsom screwed homeless there as well. So back to org plan.",2025-10-17 10:34:27.401000-05:00,jacqueblue.bsky.social,JacqueBlue,0,0,0,at://did:plc:cnm2fnhc7euu2nbqzinae7au/app.bsky.feed.post/3m3flw32tdc2m,-1,Negative
"Ugly anti-trans ad starts running in Virginia just before governor election
The ad says that the Democrat wants ""boys to play girls' sports and shower in girls' locker rooms... naked"" and then shows an underage boy without clothes. www.lgbtqnation.com/2025/10/ugly...",2025-10-17 10:34:07.494000-05:00,5-2blue.bsky.social,Nita Cosby,3,1,1,at://did:plc:cn45bxq3qgkewidcuf23l35k/app.bsky.feed.post/3m3flvi3bwc2z,0,Neutral
"Fully believe we are going to see much more of this from the ICE/National Guard types. The fascists want violence in order to justify escalation and election interference. Fascists can't handle mocking/joy & the mocking, singing, inflatable frogs, naked bike rides have deprived them of such violence",2025-10-17 10:34:02.998000-05:00,tallpaulor.bsky.social,Unknown,3,0,0,at://did:plc:ut443kt7uyddl4trdehiyclz/app.bsky.feed.post/3m3flvds5as2a,-4,Negative
"Make a parade for every single school holiday. Diwali! Multiple Eid parades! Election Day! Make them really feel the impact of closing the schools on days where bosses are like, huh? No that's not a day off for you, workers. (In reality i do want a May Day parade now that you mention it.)",2025-10-17 10:33:58.974000-05:00,annmariepisano.bsky.social,Annmarie Pisano,3,1,1,at://did:plc:4a6aksonxgbiaqouqxljvxj3/app.bsky.feed.post/3m3flv7xclk2c,1,Positive
"But isn't Maduro a dictator who lost their last election but stayed leader anyway? He pulled the Trump Trick, saying there was fraud and he actually won.
I doubt every move Trump makes, but have a hard time believing this one is a mistake. Unless there's some ulterior motive I'm ignorant of?",2025-10-17 10:33:52.987000-05:00,slowdog.bsky.social,Maggie's Farm,1,0,0,at://did:plc:p6viu72gtqvhl22wyv4g5b27/app.bsky.feed.post/3m3flv2alvs2j,0,Neutral
Of course we are angry about the election because look at the shit show now!!  red_heart  NO KINGS RALLY,2025-10-17 10:33:52.856000-05:00,granny24.bsky.social,Unknown,0,0,0,at://did:plc:gtuzu5d5ypvxz2cjvpfnsxlm/app.bsky.feed.post/3m3flv24kys26,-1,Negative
" check_mark_button  Liberal Democrat HOLD

Yesterday's Caterham Valley (Surrey) council by-election result:

LDEM: 48.1% (+0.6)
REF: 24.5% (+24.5)
CON: 13.0% (-23.5)
GRN: 5.5% (+5.5)
IND: 5.3% (-0.1)
LAB: 3.6% (-6.9)

+/- 2021

andrewteale.me.uk/previews",2025-10-17 10:33:18.205000-05:00,britainelects.com,Britain Elects,17,0,0,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fltzk7422a,0,Neutral
"""BREAKING: Senate Approves Sweeping Election Reform Bill. Historic legislation aims to strengthen voter protections and curb partisan gerrymandering. What does this mean for the future of US democracy?"" #ElectionReform #USPolitics #D... amazon daily sales: https://cutt.ly/dailysales",2025-10-17 10:32:52.001937-05:00,dailynewshub.bsky.social,Unknown,0,0,0,at://did:plc:wxdmbiqkstoekhl6j5j4huaq/app.bsky.feed.post/3m3flt7pafl2m,0,Neutral
"What is being done about Dominion being sold to a MAGA extremist, who has pretty much promised to hand the next election directly to MAGA?",2025-10-17 10:32:25.101000-05:00,hempforpresident.bsky.social,HempForPresident,0,0,0,at://did:plc:hfsuviog7elqfvoljjbnsgwr/app.bsky.feed.post/3m3flsggir223,0,Neutral
"South Carolina bars atheist from serving as election worker unless he swears oath to God 

www.friendlyatheist.com/p/south-caro...",2025-10-17 10:32:17.033000-05:00,crozilla.bsky.social,crozilla,0,0,0,at://did:plc:lehsay62arpiow2ek7eweifm/app.bsky.feed.post/3m3flsa7lyr2u,0,Neutral
" check_mark_button  Liberal Democrat HOLD

Yesterday's Whyteleafe (Tandridge) council by-election result:

LDEM: 45.0% (+14.3)
REF: 26.7% (+26.7)
CON: 9.9% (+0.4)
LAB: 9.5% (-1.8)
GRN: 8.9% (+3.7)

No Res (-43.2) as prev.

+/- 2024

Estimated turnout: ~18% (-14)

andrewteale.me.uk/previews",2025-10-17 10:32:16.877000-05:00,britainelects.com,Britain Elects,13,0,1,at://did:plc:z7zjuz7oy73prttz2t5h5j6r/app.bsky.feed.post/3m3fls7756o2e,0,Neutral
"the fact that he's back in power after losing should signal all of you....Canada is already compromised and rolling full steam in the direction of the US...this is exactly how it happened here with small cheating steps, not with one election",2025-10-17 10:32:10.466000-05:00,wanderwoman50.bsky.social,Unknown,0,0,0,at://did:plc:hx7vijg74js7pslqn36w3gmz/app.bsky.feed.post/3m3flryhurc2u,0,Neutral
That’s what we get when we allow the circus to steal our last election….a really big top circus enraged_face  enraged_face  enraged_face  enraged_face,2025-10-17 10:32:09.831000-05:00,ta1943.bsky.social,TA1943 💙,1,0,0,at://did:plc:flv64vh36gjrjmhr6aaxpbxk/app.bsky.feed.post/3m3flrxuink2b,0,Neutral
"The deadline to register to vote for the November 4th special election in California is October 20.

La fecha límite para registrarte para votar en California es el 20 de octubre.",2025-10-17 10:32:08.129000-05:00,cademocrats.bsky.social,California Democrats,1,0,0,at://did:plc:bf3j3g7p2vaqff5u7grb2xcp/app.bsky.feed.post/3m3flrwares2h,0,Neutral
You won't hold anyone accountable name one person you have held accountable in your time as Governor no-one As you post your State Police are harassing and abusing our citizens Your so full of BS and don't think we will forget when you are up for re election Your a narcissist like Trump,2025-10-17 10:31:55.350000-05:00,corruptillinois.bsky.social,Unknown,2,0,0,at://did:plc:ixh2anz5msb2ywrafigrmfqx/app.bsky.feed.post/3m3flrk2l2c2r,1,Positive
"This is mail theft for money and identity fraud, NOT election fraud.  
Nearly 100 stolen ballots found in Sacramento-area encampment share.google/Qp1iVG86XGeh...",2025-10-17 10:31:46.384000-05:00,hummingbirdwarrior.bsky.social,Hummingbird Warrior 🫘,0,0,0,at://did:plc:jbkryuoe6hic2stvgjuvwdfk/app.bsky.feed.post/3m3flrbiy6224,0,Neutral
"I voted Rhinoceros in the last election (my vote doesn't matter because of FPTP and where I live anyways) because I hated the NDP's campaign boiling down to ""isn't Jagmeet great?"".

If they do that kind of thing again, I don't think I'd vote for them even if my vote did matter.",2025-10-17 10:31:26.844000-05:00,chipemups.bsky.social,"Tony, Supervisor at Nubby's Number Factory",0,1,0,at://did:plc:dahtj47zzxbiqmuasiwxvlk2/app.bsky.feed.post/3m3flqoun5s2s,2,Positive
"Of course he is.
Is he signaling that he's ready to take us lawless should he ever win?
We'd lose everything if he ever won a federal election. 
Just look south, fellow Canadians.",2025-10-17 10:31:20.433000-05:00,tollerlover05.bsky.social,Unknown,0,0,0,at://did:plc:6o5zawhwbnnnbfmajktrf3yn/app.bsky.feed.post/3m3flqiqyg22t,1,Positive
"100%. “Here’s what we learned…uh, don’t have the candidate be the VP because the President decided not to run 4 months before the election, with no primary, two years after a global pandemic and historic inflation”. I’m almost positive the Dems won’t have that issue in ‘28.",2025-10-17 10:31:16.232000-05:00,eaglesadvocate.bsky.social,eaglesadvocate,0,0,0,at://did:plc:ulzxoiyj5qxnawr6bfcyj6hi/app.bsky.feed.post/3m3flqeqttc2w,1,Positive
They weren't careful on election day.,2025-10-17 10:31:07.069000-05:00,shuggybhoy.bsky.social,Shug,0,0,0,at://did:plc:ml5hbi7723nblippn3h6c2ns/app.bsky.feed.post/3m3flq3z6mc2d,0,Neutral
"I remember on election night, someone came up to me and said, 'I don't think they're going to swear you in because of those Epstein files,'"" Grijalva says. ""And I thought, 'oh my gosh, that's very much a conspiracy theory. That's not going to happen, and here we are."" 
www.npr.org/2025/10/16/g...",2025-10-17 10:31:03.093000-05:00,vero1986.bsky.social,Veronica 🇺🇸 🇮🇹 🇺🇦 🇳🇴 🇲🇽 🇩🇪,2,0,0,at://did:plc:ncva6zby5n2spqewkaps4mi4/app.bsky.feed.post/3m3flpy7tsc25,0,Neutral
"LeVota, an attorney and former Democratic Party official, once worked in the county prosecutor’s office. He represented several Jackson County residents in a lawsuit against election boards to schedule the recall election for Sept. 30. (@thebeacon.bsky.social)",2025-10-17 10:30:56-05:00,kcur.org,KCUR (Kansas City's best news source),0,0,0,at://did:plc:sqmnzr3anuw6kzcggoz46vfq/app.bsky.feed.post/3m3flprumhg27,0,Neutral
"this sucks but if you live in seattle and care about safe streets, affordable housing, or climate action - you need to stop supporting cascade bicycle club

this is the second election in a row they've endorsed and funded an anti-bike NIMBY over a qualified pro-cycling female candidate",2025-10-17 10:30:49.547000-05:00,holz-bau.bsky.social,Mike Eliason,12,2,5,at://did:plc:gvbo5cxa4luw5qm3hyuusn43/app.bsky.feed.post/3m3flplcib227,0,Neutral
